保存loss
epoch= 0 sampleNo.= 0 minloss= 10 cross_entropy= tensor(16.2742, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0254, device='cuda:0')
epoch= 0 sampleNo.= 1 minloss= 10 cross_entropy= tensor(13.1226, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0609, device='cuda:0')
epoch= 0 sampleNo.= 2 minloss= 10 cross_entropy= tensor(12.2768, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0931, device='cuda:0')
epoch= 0 sampleNo.= 3 minloss= 10 cross_entropy= tensor(11.2625, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 4 minloss= 10 cross_entropy= tensor(11.6096, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 5 minloss= 10 cross_entropy= tensor(11.1879, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 6 minloss= 10 cross_entropy= tensor(10.8769, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 7 minloss= 10 cross_entropy= tensor(10.6622, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 8 minloss= 10 cross_entropy= tensor(11.2524, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 9 minloss= 10 cross_entropy= tensor(10.5246, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 10 minloss= 10 cross_entropy= tensor(10.3632, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 11 minloss= 10 cross_entropy= tensor(10.4616, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 12 minloss= 10 cross_entropy= tensor(10.4998, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 13 minloss= 10 cross_entropy= tensor(10.3116, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 14 minloss= 10 cross_entropy= tensor(10.6041, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 15 minloss= 10 cross_entropy= tensor(10.4902, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 16 minloss= 10 cross_entropy= tensor(10.3860, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 17 minloss= 10 cross_entropy= tensor(10.3126, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 18 minloss= 10 cross_entropy= tensor(10.1689, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 19 minloss= 10 cross_entropy= tensor(10.2318, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 20 minloss= 10 cross_entropy= tensor(10.6528, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 21 minloss= 10 cross_entropy= tensor(10.1550, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 0 sampleNo.= 22 minloss= 10 cross_entropy= tensor(10.3518, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
保存参数 
epoch= 0 sampleNo.= 23 minloss= tensor(9.9585, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.9585, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 69 sampleNo.= 59 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0704, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5032, device='cuda:0')
epoch= 69 sampleNo.= 60 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7871, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5296, device='cuda:0')
epoch= 69 sampleNo.= 61 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8810, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5611, device='cuda:0')
epoch= 69 sampleNo.= 62 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2393, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4764, device='cuda:0')
epoch= 69 sampleNo.= 63 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6110, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5725, device='cuda:0')
epoch= 69 sampleNo.= 64 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7902, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5708, device='cuda:0')
epoch= 69 sampleNo.= 65 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.5493, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5627, device='cuda:0')
epoch= 69 sampleNo.= 66 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2752, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5020, device='cuda:0')
epoch= 69 sampleNo.= 67 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2641, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4708, device='cuda:0')
epoch= 69 sampleNo.= 68 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0434e+12, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0200, device='cuda:0')
保存loss
epoch= 70 sampleNo.= 0 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.7367, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3938, device='cuda:0')
epoch= 70 sampleNo.= 1 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.3525, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2876, device='cuda:0')
epoch= 70 sampleNo.= 2 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.6693, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2583, device='cuda:0')
epoch= 70 sampleNo.= 3 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.8175, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0022, device='cuda:0')
epoch= 70 sampleNo.= 4 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(13.0314, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0071, device='cuda:0')
epoch= 70 sampleNo.= 5 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(12.1530, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2683, device='cuda:0')
epoch= 70 sampleNo.= 6 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.4674, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2206, device='cuda:0')
epoch= 70 sampleNo.= 7 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(12.2944, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.1550, device='cuda:0')
epoch= 70 sampleNo.= 8 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.5384, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2354, device='cuda:0')
epoch= 70 sampleNo.= 9 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.6845, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2435, device='cuda:0')
epoch= 70 sampleNo.= 10 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.3645, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3375, device='cuda:0')
epoch= 70 sampleNo.= 11 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.2138, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3188, device='cuda:0')
epoch= 70 sampleNo.= 12 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.0300, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2746, device='cuda:0')
epoch= 70 sampleNo.= 13 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(20.9011, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0706, device='cuda:0')
epoch= 70 sampleNo.= 14 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(34.6606, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 70 sampleNo.= 15 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(13.6243, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0559, device='cuda:0')
epoch= 70 sampleNo.= 16 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(15.2157, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 70 sampleNo.= 17 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.4157, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.1984, device='cuda:0')
epoch= 70 sampleNo.= 18 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.2280, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3117, device='cuda:0')
epoch= 70 sampleNo.= 19 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.7637, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2146, device='cuda:0')
epoch= 70 sampleNo.= 20 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(12.3502, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.1386, device='cuda:0')
epoch= 70 sampleNo.= 21 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.2772, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.1423, device='cuda:0')
epoch= 70 sampleNo.= 22 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.5922, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.1538, device='cuda:0')
epoch= 70 sampleNo.= 23 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.4365, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2208, device='cuda:0')
epoch= 70 sampleNo.= 24 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.1862, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.1565, device='cuda:0')
epoch= 70 sampleNo.= 25 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.9001, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.1676, device='cuda:0')
epoch= 70 sampleNo.= 26 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.5333, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.1349, device='cuda:0')
epoch= 70 sampleNo.= 27 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.4645, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3257, device='cuda:0')
epoch= 70 sampleNo.= 28 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.8805, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3324, device='cuda:0')
epoch= 70 sampleNo.= 29 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.2026, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.1770, device='cuda:0')
epoch= 70 sampleNo.= 30 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.5604, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0882, device='cuda:0')
epoch= 70 sampleNo.= 31 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(13.9906, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0870, device='cuda:0')
epoch= 70 sampleNo.= 32 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.0320, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.1016, device='cuda:0')
epoch= 70 sampleNo.= 33 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.3447, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.1388, device='cuda:0')
epoch= 70 sampleNo.= 34 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.7966, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3341, device='cuda:0')
epoch= 70 sampleNo.= 35 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.4646, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2066, device='cuda:0')
epoch= 70 sampleNo.= 36 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.9715, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3396, device='cuda:0')
epoch= 70 sampleNo.= 37 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.8481, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2418, device='cuda:0')
epoch= 70 sampleNo.= 38 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.1108, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3211, device='cuda:0')
epoch= 70 sampleNo.= 39 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.8683, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3453, device='cuda:0')
epoch= 70 sampleNo.= 40 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.3709, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3607, device='cuda:0')
epoch= 70 sampleNo.= 41 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.7035, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3613, device='cuda:0')
epoch= 70 sampleNo.= 42 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(14.9925, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0892, device='cuda:0')
epoch= 70 sampleNo.= 43 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.9111, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2464, device='cuda:0')
epoch= 70 sampleNo.= 44 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.3298, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4190, device='cuda:0')
epoch= 70 sampleNo.= 45 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.6544, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2550, device='cuda:0')
epoch= 70 sampleNo.= 46 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.6924, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3356, device='cuda:0')
epoch= 70 sampleNo.= 47 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.2717, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2803, device='cuda:0')
epoch= 70 sampleNo.= 48 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.8088, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2106, device='cuda:0')
epoch= 70 sampleNo.= 49 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.8074, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2432, device='cuda:0')
保存loss
epoch= 70 sampleNo.= 50 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.6473, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.1411, device='cuda:0')
epoch= 70 sampleNo.= 51 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.5502, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3687, device='cuda:0')
epoch= 70 sampleNo.= 52 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.4487, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3648, device='cuda:0')
epoch= 70 sampleNo.= 53 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.2154, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2546, device='cuda:0')
epoch= 70 sampleNo.= 54 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.2650, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3020, device='cuda:0')
epoch= 70 sampleNo.= 55 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.1238, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3129, device='cuda:0')
epoch= 70 sampleNo.= 56 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.8623, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2980, device='cuda:0')
epoch= 70 sampleNo.= 57 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.8721, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.1345, device='cuda:0')
epoch= 70 sampleNo.= 58 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.3609, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2596, device='cuda:0')
epoch= 70 sampleNo.= 59 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(15.6775, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0584, device='cuda:0')
epoch= 70 sampleNo.= 60 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.4082, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3205, device='cuda:0')
epoch= 70 sampleNo.= 61 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.1439, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3115, device='cuda:0')
epoch= 70 sampleNo.= 62 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(26.1970, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0., device='cuda:0')
epoch= 70 sampleNo.= 63 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.0143, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2726, device='cuda:0')
epoch= 70 sampleNo.= 64 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.8985, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.1693, device='cuda:0')
epoch= 70 sampleNo.= 65 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.7788, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2747, device='cuda:0')
epoch= 70 sampleNo.= 66 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.6127, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4199, device='cuda:0')
epoch= 70 sampleNo.= 67 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.5019, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2686, device='cuda:0')
epoch= 70 sampleNo.= 68 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(17581800., device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0233, device='cuda:0')
保存loss
epoch= 71 sampleNo.= 0 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.7751, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2633, device='cuda:0')
epoch= 71 sampleNo.= 1 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.3438, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3230, device='cuda:0')
epoch= 71 sampleNo.= 2 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.1933, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2722, device='cuda:0')
epoch= 71 sampleNo.= 3 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.7085, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3455, device='cuda:0')
epoch= 71 sampleNo.= 4 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.0621, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3035, device='cuda:0')
epoch= 71 sampleNo.= 5 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.6325, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4084, device='cuda:0')
epoch= 71 sampleNo.= 6 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.4273, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2905, device='cuda:0')
epoch= 71 sampleNo.= 7 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.5960, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2835, device='cuda:0')
epoch= 71 sampleNo.= 8 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.3593, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.1932, device='cuda:0')
epoch= 71 sampleNo.= 9 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.6857, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3677, device='cuda:0')
epoch= 71 sampleNo.= 10 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.5737, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3331, device='cuda:0')
epoch= 71 sampleNo.= 11 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.2686, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2703, device='cuda:0')
epoch= 71 sampleNo.= 12 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(12.0274, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0658, device='cuda:0')
epoch= 71 sampleNo.= 13 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.9658, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2988, device='cuda:0')
epoch= 71 sampleNo.= 14 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.4450, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2071, device='cuda:0')
epoch= 71 sampleNo.= 15 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.2538, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2386, device='cuda:0')
epoch= 71 sampleNo.= 16 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.3819, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4294, device='cuda:0')
epoch= 71 sampleNo.= 17 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(12.1223, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.1428, device='cuda:0')
epoch= 71 sampleNo.= 18 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.7771, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3824, device='cuda:0')
epoch= 71 sampleNo.= 19 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.6768, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3601, device='cuda:0')
epoch= 71 sampleNo.= 20 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.3401, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3438, device='cuda:0')
epoch= 71 sampleNo.= 21 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.6676, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2042, device='cuda:0')
epoch= 71 sampleNo.= 22 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.0427, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3355, device='cuda:0')
epoch= 71 sampleNo.= 23 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.4675, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2804, device='cuda:0')
epoch= 71 sampleNo.= 24 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.0534, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3267, device='cuda:0')
epoch= 71 sampleNo.= 25 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(11.1844, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2457, device='cuda:0')
epoch= 71 sampleNo.= 26 minloss= tensor(6.2074, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(10.5462, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2697, device='cuda:0')
