保存参数 
保存loss
epoch= 0 sampleNo.= 0 minloss= tensor(8.0140, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0140, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4938, device='cuda:0')
epoch= 27 sampleNo.= 30 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6379, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5428, device='cuda:0')
epoch= 27 sampleNo.= 31 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2183, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4362, device='cuda:0')
epoch= 27 sampleNo.= 32 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0252, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4751, device='cuda:0')
epoch= 27 sampleNo.= 33 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.4939, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5891, device='cuda:0')
epoch= 27 sampleNo.= 34 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9070, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5050, device='cuda:0')
epoch= 27 sampleNo.= 35 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.5169, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5672, device='cuda:0')
epoch= 27 sampleNo.= 36 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1582, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4471, device='cuda:0')
epoch= 27 sampleNo.= 37 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9895, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4855, device='cuda:0')
epoch= 27 sampleNo.= 38 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.4913, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5705, device='cuda:0')
epoch= 27 sampleNo.= 39 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1339, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4746, device='cuda:0')
epoch= 27 sampleNo.= 40 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7917, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5398, device='cuda:0')
epoch= 27 sampleNo.= 41 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6553, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5296, device='cuda:0')
epoch= 27 sampleNo.= 42 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1879, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4654, device='cuda:0')
epoch= 27 sampleNo.= 43 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9288, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4940, device='cuda:0')
epoch= 27 sampleNo.= 44 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7731, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5154, device='cuda:0')
epoch= 27 sampleNo.= 45 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.5361, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3921, device='cuda:0')
epoch= 27 sampleNo.= 46 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.6423, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3969, device='cuda:0')
epoch= 27 sampleNo.= 47 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.3206, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4429, device='cuda:0')
epoch= 27 sampleNo.= 48 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0325, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4843, device='cuda:0')
epoch= 27 sampleNo.= 49 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1187, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5059, device='cuda:0')
保存loss
epoch= 27 sampleNo.= 50 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9965, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4898, device='cuda:0')
epoch= 27 sampleNo.= 51 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1767, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4583, device='cuda:0')
epoch= 27 sampleNo.= 52 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6427, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5316, device='cuda:0')
epoch= 27 sampleNo.= 53 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6532, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5367, device='cuda:0')
epoch= 27 sampleNo.= 54 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0933, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4634, device='cuda:0')
epoch= 27 sampleNo.= 55 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.4813, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5831, device='cuda:0')
epoch= 27 sampleNo.= 56 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0263, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4965, device='cuda:0')
epoch= 27 sampleNo.= 57 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2616, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4586, device='cuda:0')
epoch= 27 sampleNo.= 58 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6383, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5483, device='cuda:0')
epoch= 27 sampleNo.= 59 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2134, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4359, device='cuda:0')
epoch= 27 sampleNo.= 60 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2625, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4470, device='cuda:0')
epoch= 27 sampleNo.= 61 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8276, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5235, device='cuda:0')
epoch= 27 sampleNo.= 62 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8374, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5332, device='cuda:0')
epoch= 27 sampleNo.= 63 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.5224, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5639, device='cuda:0')
epoch= 27 sampleNo.= 64 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0416, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4956, device='cuda:0')
epoch= 27 sampleNo.= 65 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.3244, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5916, device='cuda:0')
epoch= 27 sampleNo.= 66 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8185, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5291, device='cuda:0')
epoch= 27 sampleNo.= 67 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.3931, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4370, device='cuda:0')
epoch= 27 sampleNo.= 68 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.0479, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3947, device='cuda:0')
保存loss
epoch= 28 sampleNo.= 0 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.5962, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5312, device='cuda:0')
epoch= 28 sampleNo.= 1 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2406, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4361, device='cuda:0')
epoch= 28 sampleNo.= 2 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7015, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5130, device='cuda:0')
epoch= 28 sampleNo.= 3 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.9479, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3358, device='cuda:0')
epoch= 28 sampleNo.= 4 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.3440, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3946, device='cuda:0')
epoch= 28 sampleNo.= 5 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8908, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4811, device='cuda:0')
epoch= 28 sampleNo.= 6 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0183, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4601, device='cuda:0')
epoch= 28 sampleNo.= 7 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.5966, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4948, device='cuda:0')
epoch= 28 sampleNo.= 8 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9597, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4735, device='cuda:0')
epoch= 28 sampleNo.= 9 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0226, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4862, device='cuda:0')
epoch= 28 sampleNo.= 10 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1497, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5008, device='cuda:0')
epoch= 28 sampleNo.= 11 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.4608, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4286, device='cuda:0')
epoch= 28 sampleNo.= 12 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.4030, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4561, device='cuda:0')
epoch= 28 sampleNo.= 13 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7195, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5494, device='cuda:0')
epoch= 28 sampleNo.= 14 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2287, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4591, device='cuda:0')
epoch= 28 sampleNo.= 15 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.4831, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5669, device='cuda:0')
epoch= 28 sampleNo.= 16 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9615, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4898, device='cuda:0')
epoch= 28 sampleNo.= 17 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9301, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4742, device='cuda:0')
epoch= 28 sampleNo.= 18 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8794, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4953, device='cuda:0')
epoch= 28 sampleNo.= 19 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0228, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4776, device='cuda:0')
epoch= 28 sampleNo.= 20 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9368, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4992, device='cuda:0')
epoch= 28 sampleNo.= 21 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.3886, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5940, device='cuda:0')
epoch= 28 sampleNo.= 22 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1957, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4611, device='cuda:0')
epoch= 28 sampleNo.= 23 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.4444, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3977, device='cuda:0')
epoch= 28 sampleNo.= 24 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1028, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4680, device='cuda:0')
epoch= 28 sampleNo.= 25 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1204, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4841, device='cuda:0')
epoch= 28 sampleNo.= 26 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7932, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5342, device='cuda:0')
epoch= 28 sampleNo.= 27 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.3163, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5859, device='cuda:0')
epoch= 28 sampleNo.= 28 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8651, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5291, device='cuda:0')
epoch= 28 sampleNo.= 29 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0433, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4785, device='cuda:0')
epoch= 28 sampleNo.= 30 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.4203, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5876, device='cuda:0')
epoch= 28 sampleNo.= 31 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6444, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5574, device='cuda:0')
epoch= 28 sampleNo.= 32 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1214, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4919, device='cuda:0')
epoch= 28 sampleNo.= 33 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9513, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4895, device='cuda:0')
epoch= 28 sampleNo.= 34 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.5370, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5012, device='cuda:0')
epoch= 28 sampleNo.= 35 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.5920, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5565, device='cuda:0')
epoch= 28 sampleNo.= 36 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6887, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5345, device='cuda:0')
epoch= 28 sampleNo.= 37 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1938, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4468, device='cuda:0')
epoch= 28 sampleNo.= 38 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1177, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5043, device='cuda:0')
epoch= 28 sampleNo.= 39 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6393, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5372, device='cuda:0')
epoch= 28 sampleNo.= 40 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.4452, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4233, device='cuda:0')
epoch= 28 sampleNo.= 41 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0609, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4639, device='cuda:0')
epoch= 28 sampleNo.= 42 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9309, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4923, device='cuda:0')
epoch= 28 sampleNo.= 43 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6578, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5360, device='cuda:0')
epoch= 28 sampleNo.= 44 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.3412, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4317, device='cuda:0')
epoch= 28 sampleNo.= 45 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7757, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5270, device='cuda:0')
epoch= 28 sampleNo.= 46 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6628, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5333, device='cuda:0')
epoch= 28 sampleNo.= 47 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2544, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4534, device='cuda:0')
epoch= 28 sampleNo.= 48 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.5422, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5542, device='cuda:0')
epoch= 28 sampleNo.= 49 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7500, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5337, device='cuda:0')
保存loss
epoch= 28 sampleNo.= 50 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0532, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4766, device='cuda:0')
epoch= 28 sampleNo.= 51 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9596, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4898, device='cuda:0')
epoch= 28 sampleNo.= 52 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9419, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5049, device='cuda:0')
epoch= 28 sampleNo.= 53 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.4486, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4056, device='cuda:0')
epoch= 28 sampleNo.= 54 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9641, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5163, device='cuda:0')
epoch= 28 sampleNo.= 55 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.3271, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4676, device='cuda:0')
epoch= 28 sampleNo.= 56 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8638, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5202, device='cuda:0')
epoch= 28 sampleNo.= 57 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.3096, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5808, device='cuda:0')
epoch= 28 sampleNo.= 58 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1394, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4525, device='cuda:0')
epoch= 28 sampleNo.= 59 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.4374, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5878, device='cuda:0')
epoch= 28 sampleNo.= 60 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1571, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4655, device='cuda:0')
epoch= 28 sampleNo.= 61 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6736, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5524, device='cuda:0')
epoch= 28 sampleNo.= 62 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9676, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4770, device='cuda:0')
epoch= 28 sampleNo.= 63 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.3464, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4343, device='cuda:0')
epoch= 28 sampleNo.= 64 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7958, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5196, device='cuda:0')
epoch= 28 sampleNo.= 65 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6883, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5382, device='cuda:0')
epoch= 28 sampleNo.= 66 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8806, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5153, device='cuda:0')
epoch= 28 sampleNo.= 67 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0537, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4733, device='cuda:0')
epoch= 28 sampleNo.= 68 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(15.1811, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3250, device='cuda:0')
保存loss
epoch= 29 sampleNo.= 0 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9661, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4957, device='cuda:0')
epoch= 29 sampleNo.= 1 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1826, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4468, device='cuda:0')
epoch= 29 sampleNo.= 2 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6580, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5578, device='cuda:0')
epoch= 29 sampleNo.= 3 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0324, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4876, device='cuda:0')
epoch= 29 sampleNo.= 4 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2964, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4579, device='cuda:0')
epoch= 29 sampleNo.= 5 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.5426, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3880, device='cuda:0')
epoch= 29 sampleNo.= 6 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.5785, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4169, device='cuda:0')
epoch= 29 sampleNo.= 7 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9863, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4950, device='cuda:0')
epoch= 29 sampleNo.= 8 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7242, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5344, device='cuda:0')
epoch= 29 sampleNo.= 9 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.4021, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4349, device='cuda:0')
epoch= 29 sampleNo.= 10 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.3586, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4500, device='cuda:0')
epoch= 29 sampleNo.= 11 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.3531, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4335, device='cuda:0')
epoch= 29 sampleNo.= 12 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.3791, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4334, device='cuda:0')
epoch= 29 sampleNo.= 13 minloss= tensor(6.0448, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.9861, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3100, device='cuda:0')
