保存参数 
保存loss
epoch= 0 sampleNo.= 0 minloss= tensor(9.6860, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.6860, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2928, device='cuda:0')
epoch= 19 sampleNo.= 36 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0347, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4899, device='cuda:0')
epoch= 19 sampleNo.= 37 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.8015, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3716, device='cuda:0')
epoch= 19 sampleNo.= 38 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9002, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5222, device='cuda:0')
epoch= 19 sampleNo.= 39 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9021, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5182, device='cuda:0')
epoch= 19 sampleNo.= 40 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2289, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4676, device='cuda:0')
epoch= 19 sampleNo.= 41 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2583, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4682, device='cuda:0')
epoch= 19 sampleNo.= 42 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.3864, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4531, device='cuda:0')
epoch= 19 sampleNo.= 43 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.3723, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4516, device='cuda:0')
epoch= 19 sampleNo.= 44 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.3766, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4402, device='cuda:0')
epoch= 19 sampleNo.= 45 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.5106, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4114, device='cuda:0')
epoch= 19 sampleNo.= 46 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.9531, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3394, device='cuda:0')
epoch= 19 sampleNo.= 47 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2411, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4635, device='cuda:0')
epoch= 19 sampleNo.= 48 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.2918, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.6038, device='cuda:0')
epoch= 19 sampleNo.= 49 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.3263, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4581, device='cuda:0')
保存loss
epoch= 19 sampleNo.= 50 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9989, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5055, device='cuda:0')
epoch= 19 sampleNo.= 51 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.5718, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4161, device='cuda:0')
epoch= 19 sampleNo.= 52 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1021, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4907, device='cuda:0')
epoch= 19 sampleNo.= 53 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1403, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4863, device='cuda:0')
epoch= 19 sampleNo.= 54 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.5736, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4061, device='cuda:0')
epoch= 19 sampleNo.= 55 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.1676, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.2948, device='cuda:0')
epoch= 19 sampleNo.= 56 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.5324, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4354, device='cuda:0')
epoch= 19 sampleNo.= 57 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.8852, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3588, device='cuda:0')
epoch= 19 sampleNo.= 58 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.9253, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3522, device='cuda:0')
epoch= 19 sampleNo.= 59 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.4093, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4329, device='cuda:0')
epoch= 19 sampleNo.= 60 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0564, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5137, device='cuda:0')
epoch= 19 sampleNo.= 61 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.7204, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3992, device='cuda:0')
epoch= 19 sampleNo.= 62 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2537, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4720, device='cuda:0')
epoch= 19 sampleNo.= 63 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.9081, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3483, device='cuda:0')
epoch= 19 sampleNo.= 64 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.5992, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4037, device='cuda:0')
epoch= 19 sampleNo.= 65 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1145, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4969, device='cuda:0')
epoch= 19 sampleNo.= 66 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.4482, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4282, device='cuda:0')
epoch= 19 sampleNo.= 67 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.5203, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4197, device='cuda:0')
epoch= 19 sampleNo.= 68 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(18.2112, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.0189, device='cuda:0')
保存loss
epoch= 20 sampleNo.= 0 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2478, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4594, device='cuda:0')
epoch= 20 sampleNo.= 1 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8491, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5400, device='cuda:0')
epoch= 20 sampleNo.= 2 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.4420, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4503, device='cuda:0')
epoch= 20 sampleNo.= 3 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2447, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4694, device='cuda:0')
epoch= 20 sampleNo.= 4 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.3007, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4762, device='cuda:0')
epoch= 20 sampleNo.= 5 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.7178, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4066, device='cuda:0')
epoch= 20 sampleNo.= 6 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.0358, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3348, device='cuda:0')
epoch= 20 sampleNo.= 7 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.9761, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3406, device='cuda:0')
epoch= 20 sampleNo.= 8 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.5827, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4242, device='cuda:0')
epoch= 20 sampleNo.= 9 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0418, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5270, device='cuda:0')
epoch= 20 sampleNo.= 10 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.4695, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4431, device='cuda:0')
epoch= 20 sampleNo.= 11 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.4288, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4469, device='cuda:0')
epoch= 20 sampleNo.= 12 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2580, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4819, device='cuda:0')
epoch= 20 sampleNo.= 13 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.9297, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3532, device='cuda:0')
epoch= 20 sampleNo.= 14 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.3732, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4624, device='cuda:0')
epoch= 20 sampleNo.= 15 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.7426, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3958, device='cuda:0')
epoch= 20 sampleNo.= 16 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.5925, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4127, device='cuda:0')
epoch= 20 sampleNo.= 17 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.6822, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3918, device='cuda:0')
epoch= 20 sampleNo.= 18 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.3735, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4487, device='cuda:0')
epoch= 20 sampleNo.= 19 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8923, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5325, device='cuda:0')
epoch= 20 sampleNo.= 20 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1113, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5191, device='cuda:0')
epoch= 20 sampleNo.= 21 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.5561, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4204, device='cuda:0')
epoch= 20 sampleNo.= 22 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1447, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4758, device='cuda:0')
epoch= 20 sampleNo.= 23 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0261, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5152, device='cuda:0')
epoch= 20 sampleNo.= 24 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6648, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5804, device='cuda:0')
epoch= 20 sampleNo.= 25 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.5142, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4356, device='cuda:0')
epoch= 20 sampleNo.= 26 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1896, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4679, device='cuda:0')
epoch= 20 sampleNo.= 27 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.9177, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3419, device='cuda:0')
epoch= 20 sampleNo.= 28 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.4220, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4256, device='cuda:0')
epoch= 20 sampleNo.= 29 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1885, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4909, device='cuda:0')
epoch= 20 sampleNo.= 30 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0557, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5048, device='cuda:0')
epoch= 20 sampleNo.= 31 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.5823, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4052, device='cuda:0')
epoch= 20 sampleNo.= 32 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.8569, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3753, device='cuda:0')
epoch= 20 sampleNo.= 33 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.7363, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3997, device='cuda:0')
epoch= 20 sampleNo.= 34 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.3998, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4429, device='cuda:0')
epoch= 20 sampleNo.= 35 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7428, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5748, device='cuda:0')
epoch= 20 sampleNo.= 36 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7526, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5493, device='cuda:0')
epoch= 20 sampleNo.= 37 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.6099, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4049, device='cuda:0')
epoch= 20 sampleNo.= 38 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.1254, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3401, device='cuda:0')
epoch= 20 sampleNo.= 39 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2327, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4696, device='cuda:0')
epoch= 20 sampleNo.= 40 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.6343, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4074, device='cuda:0')
epoch= 20 sampleNo.= 41 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.7446, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3917, device='cuda:0')
epoch= 20 sampleNo.= 42 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.4081, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4542, device='cuda:0')
epoch= 20 sampleNo.= 43 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.5349, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4495, device='cuda:0')
epoch= 20 sampleNo.= 44 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1614, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4839, device='cuda:0')
epoch= 20 sampleNo.= 45 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9174, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5214, device='cuda:0')
epoch= 20 sampleNo.= 46 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.8703, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3647, device='cuda:0')
epoch= 20 sampleNo.= 47 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.3027, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4394, device='cuda:0')
epoch= 20 sampleNo.= 48 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0303, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5124, device='cuda:0')
epoch= 20 sampleNo.= 49 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0211, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5046, device='cuda:0')
保存loss
epoch= 20 sampleNo.= 50 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.3930, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4490, device='cuda:0')
epoch= 20 sampleNo.= 51 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.4032, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4415, device='cuda:0')
epoch= 20 sampleNo.= 52 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.6230, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3999, device='cuda:0')
epoch= 20 sampleNo.= 53 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8004, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5359, device='cuda:0')
epoch= 20 sampleNo.= 54 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.8417, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3518, device='cuda:0')
epoch= 20 sampleNo.= 55 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2127, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4690, device='cuda:0')
epoch= 20 sampleNo.= 56 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0332, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5040, device='cuda:0')
epoch= 20 sampleNo.= 57 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1595, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4987, device='cuda:0')
epoch= 20 sampleNo.= 58 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.6177, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3922, device='cuda:0')
epoch= 20 sampleNo.= 59 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2478, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4728, device='cuda:0')
epoch= 20 sampleNo.= 60 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1320, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4926, device='cuda:0')
epoch= 20 sampleNo.= 61 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0530, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5216, device='cuda:0')
epoch= 20 sampleNo.= 62 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.7671, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3713, device='cuda:0')
epoch= 20 sampleNo.= 63 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.5163, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4460, device='cuda:0')
epoch= 20 sampleNo.= 64 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.7424, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3724, device='cuda:0')
epoch= 20 sampleNo.= 65 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.6913, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3782, device='cuda:0')
epoch= 20 sampleNo.= 66 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(9.1079, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3096, device='cuda:0')
epoch= 20 sampleNo.= 67 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2899, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4674, device='cuda:0')
epoch= 20 sampleNo.= 68 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1452, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4685, device='cuda:0')
保存loss
epoch= 21 sampleNo.= 0 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7329, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5514, device='cuda:0')
epoch= 21 sampleNo.= 1 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.6712, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3998, device='cuda:0')
epoch= 21 sampleNo.= 2 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.4962, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4363, device='cuda:0')
epoch= 21 sampleNo.= 3 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.4138, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4360, device='cuda:0')
epoch= 21 sampleNo.= 4 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9321, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5232, device='cuda:0')
epoch= 21 sampleNo.= 5 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.4319, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4224, device='cuda:0')
epoch= 21 sampleNo.= 6 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1656, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4775, device='cuda:0')
epoch= 21 sampleNo.= 7 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.6748, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4099, device='cuda:0')
epoch= 21 sampleNo.= 8 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.4821, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4188, device='cuda:0')
epoch= 21 sampleNo.= 9 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.3291, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4520, device='cuda:0')
epoch= 21 sampleNo.= 10 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1184, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5125, device='cuda:0')
epoch= 21 sampleNo.= 11 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2902, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4565, device='cuda:0')
epoch= 21 sampleNo.= 12 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1170, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4919, device='cuda:0')
epoch= 21 sampleNo.= 13 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1502, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4741, device='cuda:0')
epoch= 21 sampleNo.= 14 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2725, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4567, device='cuda:0')
epoch= 21 sampleNo.= 15 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.4471, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4180, device='cuda:0')
epoch= 21 sampleNo.= 16 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2690, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4687, device='cuda:0')
epoch= 21 sampleNo.= 17 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7102, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5538, device='cuda:0')
epoch= 21 sampleNo.= 18 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0283, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5173, device='cuda:0')
epoch= 21 sampleNo.= 19 minloss= tensor(6.4728, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.6485, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3974, device='cuda:0')
