保存参数 
保存loss
epoch= 0 sampleNo.= 0 minloss= tensor(8.0805, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0805, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4651, device='cuda:0')
epoch= 90 sampleNo.= 17 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7124, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5256, device='cuda:0')
epoch= 90 sampleNo.= 18 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6188, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5500, device='cuda:0')
epoch= 90 sampleNo.= 19 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7630, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5368, device='cuda:0')
epoch= 90 sampleNo.= 20 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.3457, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4515, device='cuda:0')
epoch= 90 sampleNo.= 21 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7705, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5401, device='cuda:0')
epoch= 90 sampleNo.= 22 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.4742, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4033, device='cuda:0')
epoch= 90 sampleNo.= 23 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.3010, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4609, device='cuda:0')
epoch= 90 sampleNo.= 24 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0178, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4648, device='cuda:0')
epoch= 90 sampleNo.= 25 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8238, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5043, device='cuda:0')
epoch= 90 sampleNo.= 26 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6478, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5450, device='cuda:0')
保存loss
epoch= 91 sampleNo.= 0 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6797, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5304, device='cuda:0')
epoch= 91 sampleNo.= 1 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7643, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5395, device='cuda:0')
epoch= 91 sampleNo.= 2 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8219, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5118, device='cuda:0')
epoch= 91 sampleNo.= 3 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2073, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4660, device='cuda:0')
epoch= 91 sampleNo.= 4 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.4660, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3950, device='cuda:0')
epoch= 91 sampleNo.= 5 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.5107, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5826, device='cuda:0')
epoch= 91 sampleNo.= 6 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.3155, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5968, device='cuda:0')
epoch= 91 sampleNo.= 7 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.0690, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.6324, device='cuda:0')
epoch= 91 sampleNo.= 8 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.5545, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3976, device='cuda:0')
epoch= 91 sampleNo.= 9 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0807, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5076, device='cuda:0')
epoch= 91 sampleNo.= 10 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1344, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4560, device='cuda:0')
epoch= 91 sampleNo.= 11 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.2220, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5918, device='cuda:0')
epoch= 91 sampleNo.= 12 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6198, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5318, device='cuda:0')
epoch= 91 sampleNo.= 13 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6374, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5335, device='cuda:0')
epoch= 91 sampleNo.= 14 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0569, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4702, device='cuda:0')
epoch= 91 sampleNo.= 15 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1995, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4686, device='cuda:0')
epoch= 91 sampleNo.= 16 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.5314, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5738, device='cuda:0')
epoch= 91 sampleNo.= 17 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.5774, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5621, device='cuda:0')
epoch= 91 sampleNo.= 18 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7881, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5247, device='cuda:0')
epoch= 91 sampleNo.= 19 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6273, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5536, device='cuda:0')
epoch= 91 sampleNo.= 20 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6578, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5417, device='cuda:0')
epoch= 91 sampleNo.= 21 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.4626, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5692, device='cuda:0')
epoch= 91 sampleNo.= 22 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8636, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4897, device='cuda:0')
epoch= 91 sampleNo.= 23 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.4301, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5699, device='cuda:0')
epoch= 91 sampleNo.= 24 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.4433, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4395, device='cuda:0')
epoch= 91 sampleNo.= 25 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7864, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5114, device='cuda:0')
epoch= 91 sampleNo.= 26 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0989, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4559, device='cuda:0')
保存loss
epoch= 92 sampleNo.= 0 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7506, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5304, device='cuda:0')
epoch= 92 sampleNo.= 1 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9911, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4738, device='cuda:0')
epoch= 92 sampleNo.= 2 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.2520, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.6171, device='cuda:0')
epoch= 92 sampleNo.= 3 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0719, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4735, device='cuda:0')
epoch= 92 sampleNo.= 4 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8648, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5151, device='cuda:0')
epoch= 92 sampleNo.= 5 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7412, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5237, device='cuda:0')
epoch= 92 sampleNo.= 6 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.6905, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3776, device='cuda:0')
epoch= 92 sampleNo.= 7 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.1885, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.6024, device='cuda:0')
epoch= 92 sampleNo.= 8 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8837, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5123, device='cuda:0')
epoch= 92 sampleNo.= 9 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8302, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5051, device='cuda:0')
epoch= 92 sampleNo.= 10 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7277, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5186, device='cuda:0')
epoch= 92 sampleNo.= 11 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7759, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5351, device='cuda:0')
epoch= 92 sampleNo.= 12 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6019, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5351, device='cuda:0')
epoch= 92 sampleNo.= 13 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.2401, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.6230, device='cuda:0')
epoch= 92 sampleNo.= 14 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.4342, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5705, device='cuda:0')
epoch= 92 sampleNo.= 15 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8861, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5021, device='cuda:0')
epoch= 92 sampleNo.= 16 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6511, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5158, device='cuda:0')
epoch= 92 sampleNo.= 17 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2101, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4470, device='cuda:0')
epoch= 92 sampleNo.= 18 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8269, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5241, device='cuda:0')
epoch= 92 sampleNo.= 19 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9427, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5019, device='cuda:0')
epoch= 92 sampleNo.= 20 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.3825, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4310, device='cuda:0')
epoch= 92 sampleNo.= 21 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9751, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4991, device='cuda:0')
epoch= 92 sampleNo.= 22 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9109, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4956, device='cuda:0')
epoch= 92 sampleNo.= 23 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.2625, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.6012, device='cuda:0')
epoch= 92 sampleNo.= 24 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.2793, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5833, device='cuda:0')
epoch= 92 sampleNo.= 25 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6421, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5421, device='cuda:0')
epoch= 92 sampleNo.= 26 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1989, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4564, device='cuda:0')
保存loss
epoch= 93 sampleNo.= 0 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8119, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5201, device='cuda:0')
epoch= 93 sampleNo.= 1 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.5373, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5608, device='cuda:0')
epoch= 93 sampleNo.= 2 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6338, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5640, device='cuda:0')
epoch= 93 sampleNo.= 3 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.3360, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5842, device='cuda:0')
epoch= 93 sampleNo.= 4 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1401, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4490, device='cuda:0')
epoch= 93 sampleNo.= 5 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9418, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5013, device='cuda:0')
epoch= 93 sampleNo.= 6 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.5423, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5531, device='cuda:0')
epoch= 93 sampleNo.= 7 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6319, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5625, device='cuda:0')
epoch= 93 sampleNo.= 8 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8601, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5254, device='cuda:0')
epoch= 93 sampleNo.= 9 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7401, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5180, device='cuda:0')
epoch= 93 sampleNo.= 10 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.3055, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5961, device='cuda:0')
epoch= 93 sampleNo.= 11 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.3078, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.6043, device='cuda:0')
epoch= 93 sampleNo.= 12 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.5192, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5439, device='cuda:0')
epoch= 93 sampleNo.= 13 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8038, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5198, device='cuda:0')
epoch= 93 sampleNo.= 14 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2852, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4509, device='cuda:0')
epoch= 93 sampleNo.= 15 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.3518, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4342, device='cuda:0')
epoch= 93 sampleNo.= 16 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.3058, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4574, device='cuda:0')
epoch= 93 sampleNo.= 17 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6646, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5456, device='cuda:0')
epoch= 93 sampleNo.= 18 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.4383, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5691, device='cuda:0')
epoch= 93 sampleNo.= 19 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.2651, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.6078, device='cuda:0')
epoch= 93 sampleNo.= 20 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2937, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4159, device='cuda:0')
epoch= 93 sampleNo.= 21 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.8441, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.3489, device='cuda:0')
epoch= 93 sampleNo.= 22 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.2805, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5904, device='cuda:0')
epoch= 93 sampleNo.= 23 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0805, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4972, device='cuda:0')
epoch= 93 sampleNo.= 24 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8838, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5141, device='cuda:0')
epoch= 93 sampleNo.= 25 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9271, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4851, device='cuda:0')
epoch= 93 sampleNo.= 26 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8228, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5058, device='cuda:0')
保存loss
epoch= 94 sampleNo.= 0 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.3521, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5836, device='cuda:0')
epoch= 94 sampleNo.= 1 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.0277, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4518, device='cuda:0')
epoch= 94 sampleNo.= 2 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6287, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5375, device='cuda:0')
epoch= 94 sampleNo.= 3 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.5812, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5531, device='cuda:0')
epoch= 94 sampleNo.= 4 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2656, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4633, device='cuda:0')
epoch= 94 sampleNo.= 5 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.5206, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5749, device='cuda:0')
epoch= 94 sampleNo.= 6 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7025, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5197, device='cuda:0')
epoch= 94 sampleNo.= 7 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2713, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4313, device='cuda:0')
epoch= 94 sampleNo.= 8 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.4862, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5750, device='cuda:0')
epoch= 94 sampleNo.= 9 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8307, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5264, device='cuda:0')
epoch= 94 sampleNo.= 10 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.5841, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5665, device='cuda:0')
epoch= 94 sampleNo.= 11 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.5254, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5580, device='cuda:0')
epoch= 94 sampleNo.= 12 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8205, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5070, device='cuda:0')
epoch= 94 sampleNo.= 13 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.4144, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4274, device='cuda:0')
epoch= 94 sampleNo.= 14 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6968, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5402, device='cuda:0')
epoch= 94 sampleNo.= 15 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.2938, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4285, device='cuda:0')
epoch= 94 sampleNo.= 16 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6017, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5624, device='cuda:0')
epoch= 94 sampleNo.= 17 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.4296, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4214, device='cuda:0')
epoch= 94 sampleNo.= 18 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8507, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4969, device='cuda:0')
epoch= 94 sampleNo.= 19 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.8676, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5023, device='cuda:0')
epoch= 94 sampleNo.= 20 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9547, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5162, device='cuda:0')
epoch= 94 sampleNo.= 21 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6667, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5527, device='cuda:0')
epoch= 94 sampleNo.= 22 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.0637, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.6269, device='cuda:0')
epoch= 94 sampleNo.= 23 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.7940, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5236, device='cuda:0')
epoch= 94 sampleNo.= 24 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.9578, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4863, device='cuda:0')
epoch= 94 sampleNo.= 25 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6337, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5498, device='cuda:0')
epoch= 94 sampleNo.= 26 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.3621, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5869, device='cuda:0')
保存loss
epoch= 95 sampleNo.= 0 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6299, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5497, device='cuda:0')
epoch= 95 sampleNo.= 1 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.3742, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5832, device='cuda:0')
epoch= 95 sampleNo.= 2 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(7.6471, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.5446, device='cuda:0')
epoch= 95 sampleNo.= 3 minloss= tensor(6.8260, device='cuda:0', grad_fn=<AddBackward0>) cross_entropy= tensor(8.1968, device='cuda:0', grad_fn=<AddBackward0>) dice= tensor(0.4906, device='cuda:0')
